Título,Empresa,Localização,Data de Publicação,Faixa Salarial,URL da Vaga
Desenvolvedor Team Center,Decision Desenvolvimento de Sistemas LTDA,São Paulo - SP (1),Publicada em 02/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-team-center/30253697/
Desenvolvedor de Software Fullstack Pleno,SERASA EXPERIAN,São Paulo - SP (1),Atualizada em 29/08,A combinar,https://www.catho.com.br/vagas/desenvolvedor-de-software-fullstack-pleno/30214322/
Estágio em Pesquisa e Desenvolvimento,Empresa ConfidencialPor que?,Por que?,Publicada em 26/08,"Até R$ 2.000,00",https://www.catho.com.br/vagas/estagio-em-pesquisa-e-desenvolvimento/30177231/
Desenvolvedor Full Stack Pleno,DECISION,São Paulo - SP (1),Atualizada em 19/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-full-stack-pleno/29280415/
Integration / API Developers,DECISION,São Paulo - SP (1),Atualizada em 18/09,A combinar,https://www.catho.com.br/vagas/integration-api-developers/29798064/
Engenheiro DevOps,DECISION,São Paulo - SP (1),Atualizada em 19/09,A combinar,https://www.catho.com.br/vagas/engenheiro-devops/30045570/
Desenvolvedor Full Stack Senior,Empresa ConfidencialPor que?,Por que?,Publicada em 14/08,A combinar,https://www.catho.com.br/vagas/desenvolvedor-full-stack-senior/30056852/
Senior Software Engineer,DLOCAL,São Paulo - SP (1),Atualizada em 07/08,A combinar,https://www.catho.com.br/vagas/senior-software-engineer/29994179/
Desenvolvedor Back-end Sênior,Empresa ConfidencialPor que?,Por que?,Atualizada em 30/08,"Até R$ 2.000,00",https://www.catho.com.br/vagas/desenvolvedor-back-end-senior/29946518/
Desenvolvedor Apex Oracle Sênior/Pleno,Ivo Soluctions & Products Ltda.,São Paulo - SP (1),Atualizada em 05/08,"Até R$ 2.000,00",https://www.catho.com.br/vagas/desenvolvedor-apex-oracle-senior-pleno/29946234/
"Software Engineer, Kids Account Lifecycle, Early Career, People with Disabilities",GOOGLE,Belo Horizonte - MG (1),Atualizada em 01/08,A combinar,https://www.catho.com.br/vagas/software-engineer-kids-account-lifecycle-early-career-people-with-disabilities/29937676/
Professor de Informática e Robótica,RAC Instituto de Idiomas S/S Ltda,São Paulo - SP (1),Atualizada em 12/08,"Até R$ 2.000,00",https://www.catho.com.br/vagas/professor-de-informatica-e-robotica/29933895/
Pessoa Arquiteta de Software - AEM (Adobe Experience Manager),MUTANT,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/pessoa-arquiteta-de-software-aem-adobe-experience-manager/29852276/
Desenvolvedor Full Stack Sênior,ORYS,São Paulo - SP (1),Publicada em 23/07,A combinar,https://www.catho.com.br/vagas/desenvolvedor-full-stack-senior/29792090/
Programador Pleno,EMPODERE CONSULTORIA LTDA,São Bernardo do Campo - SP (1),Publicada em 22/07,"De R$ 4.001,00 a R$ 5.000,00",https://www.catho.com.br/vagas/programador-pleno/29777349/
Desenvolvedor de Sistemas Pl,FITBANK,Goiania - GO (1),Publicada em 20/07,A combinar,https://www.catho.com.br/vagas/desenvolvedor-de-sistemas-pl/29739630/
Desenvolvedor Full Stack Sênior / Banco de Dados,Sankhya Jiva Tecnologia e Inovação LTDA,Uberlândia - MG (1),Publicada em 16/07,A combinar,https://www.catho.com.br/vagas/desenvolvedor-full-stack-senior-banco-de-dados/29661135/
Engenheiro de Dados,Empresa ConfidencialPor que?,Por que?,Atualizada em 29/07,A combinar,https://www.catho.com.br/vagas/engenheiro-de-dados/29502251/
Pessoa Engenheira de IA (Remoto),WELKRON PENSAMENTO,Porto Alegre - RS (1),Atualizada em 03/07,A combinar,https://www.catho.com.br/vagas/pessoa-engenheira-de-ia-remoto/29457619/
Programador,SYSMO,São Miguel D'oeste - SC (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/programador/29429787/
Analista de Requisitos Trainee (Recife),PITANG,Recife - PE (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/analista-de-requisitos-trainee-recife/29446315/
Oportunidade de Pessoa Desenvolvedora Fullstack Sênior,HIRING,São Paulo - SP (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/oportunidade-de-pessoa-desenvolvedora-fullstack-senior/29432439/
Analista de Qualidade de Software Sênior,HIRING,Barueri - SP (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/analista-de-qualidade-de-software-senior/29442379/
Arquiteto de Software Cloud / Devops/ Azure Sênior - Remoto,PITANG,Recife - PE (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/arquiteto-de-software-cloud-devops-azure-senior-remoto/29424197/
Arquiteto,SOLUTIS TECNOLOGIAS,São Paulo - SP (1),Atualizada em 23/09,A combinar,https://www.catho.com.br/vagas/arquiteto/30470497/
LÍDER TIME TÉCNICO - TECNOLOGIA ENTREGA EXPRESSA,DROGARIA ARAUJO S A,Belo Horizonte - MG (1),Publicada em 23/09,A combinar,https://www.catho.com.br/vagas/lider-time-tecnico-tecnologia-entrega-expressa/30467553/
Software Quality Analyst (System Team) - 9158,SENIOR SISTEMAS,Blumenau - SC (1),Publicada em 22/09,A combinar,https://www.catho.com.br/vagas/software-quality-analyst-system-team-9158/30462098/
Trabalhe de Casa Desenvolvedor Angular,BairesDev,Piracicaba - SP (1),Publicada em 21/09,A combinar,https://www.catho.com.br/vagas/trabalhe-de-casa-desenvolvedor-angular/30457373/
Trabalhe de Casa Desenvolvedor Angular,BairesDev,Ribeirão Preto - SP (1),Publicada em 21/09,A combinar,https://www.catho.com.br/vagas/trabalhe-de-casa-desenvolvedor-angular/30457375/
Trabalhe de Casa Desenvolvedor Angular,BairesDev,São Paulo - SP (1),Publicada em 21/09,A combinar,https://www.catho.com.br/vagas/trabalhe-de-casa-desenvolvedor-angular/30457379/
Trabalhe de Casa Desenvolvedor Angular,BairesDev,Campos dos Goytacazes - RJ (1),Publicada em 21/09,A combinar,https://www.catho.com.br/vagas/trabalhe-de-casa-desenvolvedor-angular/30457381/
Work From Home Senior Mobile Developer (Android),BairesDev,Campos dos Goytacazes - RJ (1),Publicada em 21/09,A combinar,https://www.catho.com.br/vagas/work-from-home-senior-mobile-developer-android/30456921/
Arquiteto Cloud - AWS (Remoto),DATASITE,São José dos Campos - SP (1),Publicada em 17/09,A combinar,https://www.catho.com.br/vagas/arquiteto-cloud-aws-remoto/30410574/
Desenvolvedor(a) Backend {Partners},PAYTRACK SOFTWARE,Blumenau - SC (1),Publicada em 17/09,A combinar,https://www.catho.com.br/vagas/desenvolvedora-backend-partners/30409952/
Software Developer FullStack - 9299,SENIOR SISTEMAS,Blumenau - SC (1),Publicada em 15/09,A combinar,https://www.catho.com.br/vagas/software-developer-fullstack-9299/30392818/
Analista de Desenvolvimento de Software Pleno (Vaga Afirmativa para Mulheres),SERASA EXPERIAN,São Carlos - SP (1),Atualizada em 13/09,A combinar,https://www.catho.com.br/vagas/analista-de-desenvolvimento-de-software-pleno-vaga-afirmativa-para-mulheres/30382088/
Data Engineer Snowflake,CAPCO BRASIL,São Paulo - SP (1),Atualizada em 12/09,A combinar,https://www.catho.com.br/vagas/data-engineer-snowflake/30369272/
Analista de Desenvolvimento de Software BackEnd - Pleno,SERASA EXPERIAN,São Paulo - SP (1),Atualizada em 12/09,A combinar,https://www.catho.com.br/vagas/analista-de-desenvolvimento-de-software-backend-pleno/30369974/
Senior Software Engineer | EBANX IP - CoreBanking,EBANX,Curitiba - PR (1),Atualizada em 11/09,A combinar,https://www.catho.com.br/vagas/senior-software-engineer-ebanx-ip-corebanking/30359304/
Assistente de Desenvolvimento,Empresa ConfidencialPor que?,Por que?,Atualizada em 26/09,A combinar,https://www.catho.com.br/vagas/assistente-de-desenvolvimento/30368067/
SAP BASIS/EOS - MEXICO,TECH MAHINDRA,São Paulo - SP (1),Publicada em 11/09,A combinar,https://www.catho.com.br/vagas/sap-basis-eos-mexico/30351485/
Desenvolvedor Full Stack JR,EQUIPSOFTWARE,Rio de Janeiro - RJ (1),Publicada em 10/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-full-stack-jr/30339740/
Desenvolvedor de Software ASR JR,SIDI,Campinas - SP (1),Atualizada em 09/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-de-software-asr-jr/30334215/
Desenvolvedor Front-end Angular,Innolevels Tecnologia da Informação Ltda.,Rio de Janeiro - RJ (1),Publicada em 09/09,"De R$ 6.001,00 a R$ 7.000,00",https://www.catho.com.br/vagas/desenvolvedor-front-end-angular/30332483/
Desenvolvedor Fullstack PowerApps Pleno,Innolevels Tecnologia da Informação Ltda.,São Paulo - SP (1),Publicada em 09/09,"Até R$ 2.000,00",https://www.catho.com.br/vagas/desenvolvedor-fullstack-powerapps-pleno/30332573/
QA Automação Pl/Sr - Segmento Financeiro,DBSERVER,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/qa-automacao-pl-sr-segmento-financeiro/30323896/
Engenheiro de Software - Backend Sênior,LEEGA,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/engenheiro-de-software-backend-senior/30325799/
QA Pl/Sr - Segmento Governamental,DBSERVER,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/qa-pl-sr-segmento-governamental/30323162/
QA Automação Pl/Sr - Segmento Financeiro,DBSERVER,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/qa-automacao-pl-sr-segmento-financeiro/30323896/
QA Automação Pl - Segmento Financeiro,DBSERVER,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/qa-automacao-pl-segmento-financeiro/30322114/
Assistente de TI (Vaga afirmativa para mulheres),SERHUM,São Luis - MA (1),Publicada em 08/09,A combinar,https://www.catho.com.br/vagas/assistente-de-ti-vaga-afirmativa-para-mulheres/30318688/
Engenheiro de Software Sr. (Kotlin),PAGSEGURO,Maringa - PR (1),Atualizada em 06/09,A combinar,https://www.catho.com.br/vagas/engenheiro-de-software-sr-kotlin/30308509/
Senior Software Engineer(Data Experience),WEX INC.,Salvador - BA (1),Atualizada em 06/09,A combinar,https://www.catho.com.br/vagas/senior-software-engineerdata-experience/30308781/
Engenheiro de Software Pl. (Kotlin),PAGSEGURO,Maringa - PR (1),Atualizada em 06/09,A combinar,https://www.catho.com.br/vagas/engenheiro-de-software-pl-kotlin/30309065/
Desenvolvedor Mobile,TARGET SISTEMAS,São Paulo - SP (1),Publicada em 06/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-mobile/30298375/
Full Stack Pleno (Power Apps),EASYTECH CONSULTORIA,São Paulo - SP (1),Atualizada em 05/09,A combinar,https://www.catho.com.br/vagas/full-stack-pleno-power-apps/30296462/
Arquiteto de Soluções e Dados,PURA VIDA,São Paulo - SP (1),Publicada em 06/09,A combinar,https://www.catho.com.br/vagas/arquiteto-de-solucoes-e-dados/30303259/
Oportunidade de Engenheiro (a) de Dados,HIRING,São Paulo - SP (1),Publicada em 06/09,A combinar,https://www.catho.com.br/vagas/oportunidade-de-engenheiro-a-de-dados/30301163/
Principal Software Engineer [CXM],WILL FINANCEIRA S.A,São Paulo - SP (1),Publicada em 05/09,A combinar,https://www.catho.com.br/vagas/principal-software-engineer-cxm/30284238/
Desenvolvedor(a) Fullstack Sênior,RAÍZEN,São Paulo - SP (1),Publicada em 05/09,A combinar,https://www.catho.com.br/vagas/desenvolvedora-fullstack-senior/30283269/
Desenvolvedor de aplicativos - Sênior,SOW,São Paulo - SP (1),Publicada em 05/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-de-aplicativos-senior/30285547/
Assistente de Suporte de TI - Desenvolvedor,GUARIDA IMÓVEIS CANOAS,Porto Alegre - RS (1),Publicada em 05/09,A combinar,https://www.catho.com.br/vagas/assistente-de-suporte-de-ti-desenvolvedor/30285001/
"Software Engineer II, Backend - Women's Safety",UBER BRASIL,São Paulo - SP (1),Atualizada em 19/08,A combinar,https://www.catho.com.br/vagas/software-engineer-ii-backend-womens-safety/30101897/
Full Stack Software Engineer,ZWIFT BRASIL,Rio de Janeiro - RJ (1),Atualizada em 18/08,A combinar,https://www.catho.com.br/vagas/full-stack-software-engineer/30092190/
Desenvolvedor Fullstack Sênior,VITRU EDUCATION,Indaial - SC (1),Publicada em 17/08,A combinar,https://www.catho.com.br/vagas/desenvolvedor-fullstack-senior/30080892/
Arquiteto de Software - Tech Lead,MUTANT,São Paulo - SP (1),Publicada em 16/08,A combinar,https://www.catho.com.br/vagas/arquiteto-de-software-tech-lead/30075024/
Application Security Engineer,DLOCAL,São Paulo - SP (1),Atualizada em 14/08,A combinar,https://www.catho.com.br/vagas/application-security-engineer/30058775/
Desenvolvedor Web e Mobile,CLIPESCOLA,Florianópolis - SC (1),Publicada em 15/08,A combinar,https://www.catho.com.br/vagas/desenvolvedor-web-e-mobile/30059228/
Pessoa Desenvolvedora de Software Full Stack - Pleno,VINDI TECNOLOGIA E MARKETING S.A,São Paulo - SP (1),Publicada em 14/08,A combinar,https://www.catho.com.br/vagas/pessoa-desenvolvedora-de-software-full-stack-pleno/30052743/
Pessoa Desenvolvedora .NET .NET Core,T10,Uberlândia - MG (1),Publicada em 13/08,A combinar,https://www.catho.com.br/vagas/pessoa-desenvolvedora-net-net-core/30037499/
Cloud Engineer,OBJECTIVE,São Paulo - SP (1),Publicada em 11/08,A combinar,https://www.catho.com.br/vagas/cloud-engineer/30026028/
Engenheiro de Automação de Redes,TELSIGN CONSULTORIA,São Paulo - SP (1),Publicada em 09/08,A combinar,https://www.catho.com.br/vagas/engenheiro-de-automacao-de-redes/30009669/
Consultant - Desenvolvedor Backend Python - Home Office,PROVIDER IT - BUSINESS SOLUTIONS,Rio de Janeiro - RJ (1),Atualizada em 07/08,A combinar,https://www.catho.com.br/vagas/consultant-desenvolvedor-backend-python-home-office/29994895/
Regional Chief Technology Officer - LATAM,RIMINI STREET,São Paulo - SP (1),Atualizada em 02/08,A combinar,https://www.catho.com.br/vagas/regional-chief-technology-officer-latam/29948617/
Analista de Sustentação Sênior,Empresa ConfidencialPor que?,Por que?,Atualizada em 30/08,"De R$ 3.001,00 a R$ 4.000,00",https://www.catho.com.br/vagas/analista-de-sustentacao-senior/29946325/
Software Developer Angular (Acesso e Segurança) - 9184,SENIOR SISTEMAS,Blumenau - SC (1),Publicada em 02/08,A combinar,https://www.catho.com.br/vagas/software-developer-angular-acesso-e-seguranca-9184/29941567/
[WG] FULLSTACK SENIOR - REMOTO,IBLUE CONSULTING LTDA,Rio de Janeiro - RJ (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/wg-fullstack-senior-remoto/29844211/
Senior Staff Engineer [Crédito],WILL FINANCEIRA S.A,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/senior-staff-engineer-credito/29853991/
Desenvolvedor Web - Pleno/Sênior,ZG SOLUÇÕES,Goiania - GO (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/desenvolvedor-web-pleno-senior/29858605/
Analista Sênior de Contabilidade de Custos. - Temporário,MANPOWER,São Paulo - SP (1),Publicada em 20/07,A combinar,https://www.catho.com.br/vagas/analista-senior-de-contabilidade-de-custos-temporario/29741749/
Tech Lead,Empresa ConfidencialPor que?,Por que?,Atualizada em 29/07,A combinar,https://www.catho.com.br/vagas/tech-lead/29502250/
Oportunidade de MOBILE ENGINEER (REACT NATIVE) III,SAMBA MOBILE,Belo Horizonte - MG (1),Publicada em 05/07,A combinar,https://www.catho.com.br/vagas/oportunidade-de-mobile-engineer-react-native-iii/29494935/
CIENTISTA DE DADOS,Empresa ConfidencialPor que?,Por que?,Atualizada em 25/07,A combinar,https://www.catho.com.br/vagas/cientista-de-dados/29484358/
Desenvolvedor- Front End Developer,LESTE TELECOM,Niteroi - RJ (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/desenvolvedor-front-end-developer/29437301/
Site Reliability Engineer (SRE) - Remoto,PITANG,Recife - PE (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/site-reliability-engineer-sre-remoto/29445886/
Analista de Sustentação Jr (Temporário/Remoto),SPOT METRICS,Rio de Janeiro - RJ (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/analista-de-sustentacao-jr-temporario-remoto/29429953/
Analista DevOps,PERKONS,Pinhais - PR (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/analista-devops/29427766/
Engenheiro de Software Junior ( Alocação TCE - PE ),PITANG,Recife - PE (1),Publicada em 03/07,A combinar,https://www.catho.com.br/vagas/engenheiro-de-software-junior-alocacao-tce-pe-/29430174/
Analista de Sistema Pleno,VERO TRABALHO TEMPORÁRIO E TERCEIRIZAÇÃO DE SERVIÇ,Curitiba - PR (1),Publicada em 02/07,"De R$ 5.001,00 a R$ 6.000,00",https://www.catho.com.br/vagas/analista-de-sistema-pleno/29397506/
Analista de TI,HEACH CONSULTORIA,Serra - ES (1),Publicada em 02/07,A combinar,https://www.catho.com.br/vagas/analista-de-ti/29384689/
Analista de sistemas - sustentação,Empresa ConfidencialPor que?,Por que?,Atualizada em 07/08,"De R$ 6.001,00 a R$ 7.000,00",https://www.catho.com.br/vagas/analista-de-sistemas-sustentacao/28885395/
Desenvolvedor de Software (Desenvolvimento Interno) PL,SIDI,Campinas - SP (1),Atualizada em 23/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-de-software-desenvolvimento-interno-pl/30469646/
Estágio em Segurança Avançada,SAMSUNG,Campinas - SP (1),Atualizada em 17/09,A combinar,https://www.catho.com.br/vagas/estagio-em-seguranca-avancada/30418303/
Template Padrão (Incluir nome da vaga) | Corporativo,DIRECIONAL ENGENHARIA,Belo Horizonte - MG (1),Publicada em 18/09,A combinar,https://www.catho.com.br/vagas/template-padrao-incluir-nome-da-vaga-corporativo/30420708/
Pessoa Engenheira de Dados Sênior,SERASA EXPERIAN,São Paulo - SP (1),Atualizada em 17/09,A combinar,https://www.catho.com.br/vagas/pessoa-engenheira-de-dados-senior/30417974/
Analista DevOps Sr,NUCLEA,São Paulo - SP (1),Publicada em 18/09,A combinar,https://www.catho.com.br/vagas/analista-devops-sr/30421869/
Analista de Sistemas / Home office,CAPCO BRASIL,Rio de Janeiro - RJ (1),Atualizada em 17/09,A combinar,https://www.catho.com.br/vagas/analista-de-sistemas-home-office/30417241/
Estágio em Engenharia de Automação,KRONES,Diadema - SP (1),Publicada em 18/09,A combinar,https://www.catho.com.br/vagas/estagio-em-engenharia-de-automacao/30420821/
Software Engineer [Conta],WILL FINANCEIRA S.A,São Paulo - SP (1),Publicada em 17/09,A combinar,https://www.catho.com.br/vagas/software-engineer-conta/30409590/
EMM – Electrical Power Systems Software Engineer/Analyst,SIEMENS,Curitiba - PR (1),Atualizada em 16/09,A combinar,https://www.catho.com.br/vagas/emm-electrical-power-systems-software-engineer-analyst/30405871/
Solutions Engineer,INFOBIP,Curitiba - PR (1),Atualizada em 16/09,A combinar,https://www.catho.com.br/vagas/solutions-engineer/30405859/
Estágio em Testes Eletroeletrônicos,T-SYSTEMS,São Paulo - SP (1),Publicada em 17/09,A combinar,https://www.catho.com.br/vagas/estagio-em-testes-eletroeletronicos/30409549/
Team Lead,JAZZ TECH,São Paulo - SP (1),Publicada em 17/09,A combinar,https://www.catho.com.br/vagas/team-lead/30410264/
7213782| Analista de Desenvolvimento HCL DX,MAGNA SISTEMAS,Taboão da Serra - SP (1),Publicada em 15/09,A combinar,https://www.catho.com.br/vagas/7213782-analista-de-desenvolvimento-hcl-dx/30394551/
Business Engineer,FACEBOOK,São Paulo - SP (1),Atualizada em 14/09,A combinar,https://www.catho.com.br/vagas/business-engineer/30390517/
Coordenador de Engenharia de Software,ELO INFORMÁTICA,Barueri - SP (1),Publicada em 14/09,A combinar,https://www.catho.com.br/vagas/coordenador-de-engenharia-de-software/30387001/
Analista de Sistemas PL,FARMÁCIA PREÇO POPULAR,Joinville - SC (1),Publicada em 14/09,A combinar,https://www.catho.com.br/vagas/analista-de-sistemas-pl/30385322/
Especialista de Qualidade de Software - Vaga Afirmativa para Mulheres,SERASA EXPERIAN,São Carlos - SP (1),Atualizada em 09/09,A combinar,https://www.catho.com.br/vagas/especialista-de-qualidade-de-software-vaga-afirmativa-para-mulheres/30334583/
"Senior Platform Engineer, GraphQL, Application Infrastructure",BREX BRASIL TECNOLOGIA,São Paulo - SP (1),Atualizada em 09/09,A combinar,https://www.catho.com.br/vagas/senior-platform-engineer-graphql-application-infrastructure/30333853/
Analista de Segurança da Informação Júnior,HS SERVIÇOS LTDA.,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/analista-de-seguranca-da-informacao-junior/30324349/
Analista Desenvolvedor SR (PRESENCIAL),HT MICRON,São Leopoldo - RS (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/analista-desenvolvedor-sr-presencial/30326915/
backend engineer sênior l golang,ENJOEI.COM,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/backend-engineer-senior-l-golang/30324468/
Desenvolvedor Android Sênior,C&A MODAS LTDA,Rio de Janeiro - RJ (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-android-senior/30325781/
Estagiário de Sistemas,ATLANTIC NICKEL,Belo Horizonte - MG (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/estagiario-de-sistemas/30328140/
ESPECIALISTA EM QUALIDADE,CIELO,Barueri - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/especialista-em-qualidade/30326201/
Desenvolvedor de Software Júnior - Exclusivo para PCD,ICARO,Campinas - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/desenvolvedor-de-software-junior-exclusivo-para-pcd/30326244/
QA Líder - Segmento Varejista,DBSERVER,São Paulo - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/qa-lider-segmento-varejista/30324947/
Especialista em Arquitetura de Tecnologia da Informação,CAIXA VIDA E PREVIDÊNCIA,Barueri - SP (1),Publicada em 09/09,A combinar,https://www.catho.com.br/vagas/especialista-em-arquitetura-de-tecnologia-da-informacao/30326083/
AI Production Engineer (Sao Paulo),DATAFORCE,São Paulo - SP (1),Atualizada em 08/09,A combinar,https://www.catho.com.br/vagas/ai-production-engineer-sao-paulo/30321618/
Developer,WIPRO TECNOLOGIA,São Paulo - SP (1),Atualizada em 06/09,A combinar,https://www.catho.com.br/vagas/developer/30307895/
Pessoa Engenheira de Dados Júnior,BANQI,São Paulo - SP (1),Publicada em 07/09,A combinar,https://www.catho.com.br/vagas/pessoa-engenheira-de-dados-junior/30311550/
Pessoa Coordenadora de Data Science,MOSAICO CONSULTORIA,São Paulo - SP (1),Publicada em 07/09,A combinar,https://www.catho.com.br/vagas/pessoa-coordenadora-de-data-science/30314141/
Coordenador(a) de Influencers,B4A GROUP,São Paulo - SP (1),Publicada em 07/09,A combinar,https://www.catho.com.br/vagas/coordenadora-de-influencers/30313856/
Communications Software Engineer,SIEMENS,Curitiba - PR (1),Atualizada em 06/09,A combinar,https://www.catho.com.br/vagas/communications-software-engineer/30308743/
AI Production Engineer,TRANSPERFECT,São Paulo - SP (1),Atualizada em 06/09,A combinar,https://www.catho.com.br/vagas/ai-production-engineer/30308075/
Analista SRE - Sênior,SOLUTIS TECNOLOGIAS,São Paulo - SP (1),Atualizada em 06/09,A combinar,https://www.catho.com.br/vagas/analista-sre-senior/30307605/
Analista QA Sênior,MULTSOFT,Goiania - GO (1),Atualizada em 10/09,"De R$ 5.001,00 a R$ 6.000,00",https://www.catho.com.br/vagas/analista-qa-senior/30303888/
VR Benefícios | Pessoa Gerente de Arquitetura Corporativa | GERENTE ARQUITETURA TI,VR BENEFÍCIOS,São Paulo - SP (1),Publicada em 06/09,A combinar,https://www.catho.com.br/vagas/vr-beneficios-pessoa-gerente-de-arquitetura-corporativa-gerente-arquitetura-ti/30302750/
ARQUITETO DE SOLUÇÕES .NET EXPERT,GLOBAL WEB,São Paulo - SP (1),Publicada em 06/09,A combinar,https://www.catho.com.br/vagas/arquiteto-de-solucoes-net-expert/30298281/
Principal Software Engineer - ServiceNow,GENESYS,São Paulo - SP (1),Atualizada em 05/09,A combinar,https://www.catho.com.br/vagas/principal-software-engineer-servicenow/30296049/
GERENTE DE DESENVOLVIMENTO,CVC,Santo Andre - SP (1),Publicada em 06/09,A combinar,https://www.catho.com.br/vagas/gerente-de-desenvolvimento/30301385/
Pessoa Desenvolvedora Full Stack Pleno e Sênior,EQUIPSOFTWARE,Rio de Janeiro - RJ (1),Publicada em 06/09,A combinar,https://www.catho.com.br/vagas/pessoa-desenvolvedora-full-stack-pleno-e-senior/30300909/
Suporte Técnico N1 PL,Sweda Informática Ltda.,São Paulo - SP (1),Publicada em 05/09,"De R$ 2.001,00 a R$ 3.000,00",https://www.catho.com.br/vagas/suporte-tecnico-n1-pl/30289849/
Quality Engineering - Senior,SOLUTIS TECNOLOGIAS,São Paulo - SP (1),Atualizada em 04/09,A combinar,https://www.catho.com.br/vagas/quality-engineering-senior/30281078/
Solutions Architect,ZENDESK BRASIL SOFTWARE CORPORATIVO,São Paulo - SP (1),Atualizada em 04/09,A combinar,https://www.catho.com.br/vagas/solutions-architect/30281158/
Software Engineer [Finance],WILL FINANCEIRA S.A,São Paulo - SP (1),Publicada em 05/09,A combinar,https://www.catho.com.br/vagas/software-engineer-finance/30285270/
ESTÁGIO EM DESENVOLVIMENTO FLUTTER MOBILE,RH CENTER,Curitiba - PR (1),Atualizada em 18/09,A combinar,https://www.catho.com.br/vagas/estagio-em-desenvolvimento-flutter-mobile/30275028/
ESTÁGIO EM DESENVOLVIMENTO FLUTTER MOBILE,RH CENTER,Curitiba - PR (1),Atualizada em 18/09,A combinar,https://www.catho.com.br/vagas/estagio-em-desenvolvimento-flutter-mobile/30275028/
Engenheiro de Dados,HIRING,São Paulo - SP (1),Publicada em 03/09,A combinar,https://www.catho.com.br/vagas/engenheiro-de-dados/30260924/
Estágio em TI (Front-End) - Presencial,B4A GROUP,São Paulo - SP (1),Publicada em 03/09,A combinar,https://www.catho.com.br/vagas/estagio-em-ti-front-end-presencial/30261291/
Dev. Python - Senior,SOLUTIS TECNOLOGIAS,São Paulo - SP (1),Atualizada em 02/09,A combinar,https://www.catho.com.br/vagas/dev-python-senior/30258576/
Dev. Python - Pleno,SOLUTIS TECNOLOGIAS,São Paulo - SP (1),Atualizada em 02/09,A combinar,https://www.catho.com.br/vagas/dev-python-pleno/30258961/
Data Tech Lead,VIDALINK,São Caetano do Sul - SP (1),Publicada em 03/09,A combinar,https://www.catho.com.br/vagas/data-tech-lead/30262716/
Analista de Marketing de Influência,B4A GROUP,São Paulo - SP (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/analista-de-marketing-de-influencia/30236918/
Instrutor de Software - RP 994765,SENAI CIMATEC,Salvador - BA (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/instrutor-de-software-rp-994765/30230524/
Desenvolvedor Fullstack RP 1085089,SENAI CIMATEC,Salvador - BA (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/desenvolvedor-fullstack-rp-1085089/30229948/
Especialista Sankhya | Implementação - Uberlândia/MG,PLOOMES,Uberlândia - MG (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/especialista-sankhya-implementacao-uberlandia-mg/30234192/
Executivo(a) Comercial- bfluence,B4A GROUP,São Paulo - SP (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/executivoa-comercial-bfluence/30234428/
Programador I,SENAI CIMATEC,Salvador - BA (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/programador-i/30231569/
